Rank,University,Country,Teaching,International Outlook,Research,Citations,Industry Income,Overall
1201–1500,Escuela Superior Politécnica del Litoral,Ecuador,22.8–28.2,20.4,9.5,32.3,18.3,56.4
1201–1500,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,22.8–28.2,31.8,13.5,24.6,26.3,30.4
1201–1500,Far Eastern Federal University,Russian Federation,22.8–28.2,31.5,19.6,21,26.6,62.7
1201–1500,Universidade Federal do ABC (UFABC),Brazil,22.8–28.2,16.8,17.6,41.1,26.6,45.9
1201–1500,Universidade Federal da Bahia,Brazil,22.8–28.2,27.5,12.3,30.5,19.7,28.4
1201–1500,Universidade Federal do Ceará (UFC),Brazil,22.8–28.2,24.2,16.6,24.6,44.5,27.2
1201–1500,Federal University of Espírito Santo,Brazil,22.8–28.2,24.7,15.7,25.1,47.3,28.8
1201–1500,Federal University of Goiás,Brazil,22.8–28.2,30,13.8,26.2,30.8,27.7
1201–1500,Federal University of Lavras,Brazil,22.8–28.2,27,16.8,26.6,29.3,26.5
1201–1500,Universidade Federal do Paraná (UFPR),Brazil,22.8–28.2,28.4,16.4,29.1,49.2,27.6
1201–1500,Federal University of Pernambuco,Brazil,22.8–28.2,30.7,13.3,25.1,40.2,25.7
1201–1500,Federal University of Rio Grande do Norte (UFRN),Brazil,22.8–28.2,25.3,11.3,30.6,24.8,31.3
1201–1500,Federal University of Santa Maria,Brazil,22.8–28.2,31.5,13,36.8,24.1,25
1201–1500,Federal University of Uberlândia,Brazil,22.8–28.2,23.3,12.7,36.1,29.8,24.4
1201–1500,Federal University of Viçosa,Brazil,22.8–28.2,32.2,14.5,23,26.6,24.5
1201–1500,Federico Santa María Technical University,Chile,22.8–28.2,12.3,10.8,36.2,32.3,56.9
1201–1500,Feng Chia University,Taiwan,22.8–28.2,18.4,18.9,25.5,40.9,37.7
1201–1500,Ferhat Abbas Sétif University 1,Algeria,22.8–28.2,17.2,8.5,50.6,17.7,39.6
1201–1500,University of La Frontera,Chile,22.8–28.2,17.6,12.3,32.7,22.8,51.3
1201–1500,Universitas Gadjah Mada,Indonesia,22.8–28.2,30.9,19.8,21.7,52.8,45.8
1201–1500,Gazi University,Turkey,22.8–28.2,25.6,19,32.7,60.3,21.7
1201–1500,University of Gda?sk,Poland,22.8–28.2,23.6,14.8,30.8,21.7,35.1
1201–1500,Gebze Technical University,Turkey,22.8–28.2,22.6,13.8,37.6,35,29.2
1201–1500,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,22.8–28.2,17.8,11.3,36.4,16.8,36.1
1201–1500,Georgia Southern University,United States,22.8–28.2,18.4,11.6,43.2,41.6,34.8
1201–1500,German Jordanian University,Jordan,22.8–28.2,17.8,11.4,40.6,19.5,69.1
1201–1500,Government College University Lahore,Pakistan,22.8–28.2,21,11.5,37.2,20.3,51.2
1201–1500,University of Guilan,Iran,22.8–28.2,21.2,17.5,46.2,27.9,23.4
1201–1500,Gunma University,Japan,22.8–28.2,28.6,14.2,20.7,57.4,26.7
1201–1500,Guru Jambheshwar University of Science and Technology,India,22.8–28.2,27.8,8.9,40.8,27.2,18.2
1201–1500,Gyeongsang National University,South Korea,22.8–28.2,26.2,18,32.6,65.1,26.7
1201–1500,Hallym University,South Korea,22.8–28.2,25.2,19.8,31.8,60.6,23.4
1201–1500,Halmstad University,Sweden,22.8–28.2,15,16.8,40.2,27.9,66.7
1201–1500,The Hashemite University,Jordan,22.8–28.2,13.2,14.2,40.6,25.4,53.1
1201–1500,Université Hassan II de Casablanca,Morocco,22.8–28.2,19.5,9.2,39.9,24.6,28.2
1201–1500,Université Polytechnique Hauts-de-France,France,22.8–28.2,15.8,8.7,36.6,57.8,70.3
1201–1500,Helwan University,Egypt,22.8–28.2,16.2,8.9,38.8,19.9,47.6
1201–1500,University of Hormozgan,Iran,22.8–28.2,24.6,14.1,37.6,22.8,26.4
1201–1500,University of Hradec Králové,Czech Republic,22.8–28.2,19.7,15.2,40.8,23.5,60.4
1201–1500,Hungarian University of Agriculture and Life Sciences,Hungary,22.8–28.2,25.8,11.6,32.5,23,62.3
1201–1500,Hyogo Medical University,Japan,22.8–28.2,29,13.5,36.5,53.1,19.2
1201–1500,Ibn Tofaïl University,Morocco,22.8–28.2,24.6,13,44.8,18.7,28.5
1201–1500,Ilam University,Iran,22.8–28.2,17.1,12.8,50.9,18.2,25.2
1201–1500,Ilia State University,Georgia,22.8–28.2,18.1,10,47.7,16.1,52
1201–1500,University of Ilorin,Nigeria,22.8–28.2,20.6,10.9,46.1,18.1,40.1
1201–1500,Immanuel Kant Baltic Federal University,Russian Federation,22.8–28.2,35.9,18.8,16.9,34.4,62.4
1201–1500,Incheon National University,South Korea,22.8–28.2,22.8,17.3,36.9,33.6,36.4
1201–1500,Indian Institute of Science Education and Research Bhopal,India,22.8–28.2,35.8,14.6,24.1,19.5,24.5
1201–1500,IPB University,Indonesia,22.8–28.2,30.9,9.8,24.2,39.2,45
1201–1500,I-Shou University,Taiwan,22.8–28.2,15,21.2,27.8,68.5,44.2
1201–1500,Istanbul Bilgi University,Turkey,22.8–28.2,18.7,11.7,42.6,16.3,62.8
1201–1500,Istanbul Medeniyet University,Turkey,22.8–28.2,14.5,11.7,56.9,18.8,25.9
1201–1500,Ivan Franko National University of Lviv,Ukraine,22.8–28.2,24.5,10.5,10,17.9,31.7
1201–1500,Izmir Institute of Technology,Turkey,22.8–28.2,20.2,15.1,27.8,56.7,35.5
1201–1500,Jeju National University,South Korea,22.8–28.2,27.4,19.2,35,38.2,31.2
1201–1500,Jiangsu Normal University,China,22.8–28.2,16.3,12.9,47.1,23.9,27.4
1201–1500,The Jikei University School of Medicine,Japan,22.8–28.2,30.1,10.8,40.5,42.6,19.7
1201–1500,The John Paul II Catholic University of Lublin,Poland,22.8–28.2,27.7,14.3,35.1,18.6,34
1201–1500,Kagawa University,Japan,22.8–28.2,25.7,12.9,27.4,54.1,31.9
1201–1500,Kagoshima University,Japan,22.8–28.2,25.7,13.5,24,55.2,27.7
1201–1500,Kangwon National University,South Korea,22.8–28.2,22,21.9,32.4,47.4,24.1
1201–1500,Karabük University,Turkey,22.8–28.2,12.6,9.4,57.2,16.1,48.2
1201–1500,Karunya Institute of Technology and Sciences,India,22.8–28.2,18.7,13.4,48.4,18.6,23.2
1201–1500,Kaunas University of Technology,Lithuania,22.8–28.2,22.2,15.3,39,36.9,39.2
1201–1500,Kharazmi University,Iran,22.8–28.2,32.7,13.8,37.2,25,29.5
1201–1500,Kharkiv Aviation Institute,Ukraine,22.8–28.2,20.6,9.2,44.5,16.4,32.6
1201–1500,Khon Kaen University,Thailand,22.8–28.2,23.3,15.7,35.5,36.1,35.4
1201–1500,Khulna University,Bangladesh,22.8–28.2,17,9.5,46.9,17.1,43.7
1201–1500,King Mongkut's University of Technology North Bangkok,Thailand,22.8–28.2,16.2,12.7,50.9,25.9,28.7
1201–1500,Kitasato University,Japan,22.8–28.2,27,11.5,28.8,56.5,20
1201–1500,KL University,India,22.8–28.2,22.4,11.1,52,16.6,21.5
1201–1500,Kyoto Institute of Technology,Japan,22.8–28.2,27.2,17.1,15.2,73.3,33.7
1201–1500,Kyushu Institute of Technology (Kyutech),Japan,22.8–28.2,26.3,15.6,31.4,60.3,40.8
1201–1500,University of Lethbridge,Canada,22.8–28.2,20.3,14.1,31.2,34.6,61.4
1201–1500,Lodz University of Technology,Poland,22.8–28.2,21.2,15.7,34.4,66.9,29.8
1201–1500,Universidad Loyola,Spain,22.8–28.2,23.2,13,39.2,17.3,48.8
1201–1500,"Lumière University, Lyon 2",France,22.8–28.2,24.6,18.6,24.9,32.8,67.5
1201–1500,Universidade Lusófona,Portugal,22.8–28.2,23.2,8.6,35.7,17.8,59.7
1201–1500,Universiti Malaysia Perlis,Malaysia,22.8–28.2,21.6,12.5,46,26,33.3
1201–1500,Manipal University Jaipur,India,22.8–28.2,19.5,14.2,51.9,23.9,24
1201–1500,University of Manouba,Tunisia,22.8–28.2,21.8,9.2,44.2,19.4,45.8
1201–1500,University of Maribor,Slovenia,22.8–28.2,20.1,16.9,40.8,36.5,38.9
1201–1500,University of Marrakech Cadi Ayyad,Morocco,22.8–28.2,20.5,11.5,36.5,21.6,40.2
1201–1500,University of Mauritius,Mauritius,22.8–28.2,17.6,13.4,45.3,40.3,35.4
1201–1500,Medical University of Lublin,Poland,22.8–28.2,30.5,12.3,30.5,36.1,36.8
1201–1500,Medical University of Silesia in Katowice,Poland,22.8–28.2,28.1,12.4,31.1,29,24.7
1201–1500,Medical University of Sofia,Bulgaria,22.8–28.2,30.8,13.5,27.9,48.8,53.9
1201–1500,University of Medicine and Pharmacy of Craiova,Romania,22.8–28.2,24.3,9.9,37.2,19.2,40.5
1201–1500,Mendel University in Brno,Czech Republic,22.8–28.2,20.9,19.4,36.8,21,55.1
1201–1500,Metropolitan Autonomous University,Mexico,22.8–28.2,19.9,23.9,22.8,28.6,29.2
1201–1500,Mie University,Japan,22.8–28.2,26.9,13.9,23.9,61.8,24.8
1201–1500,Mohammed V University of Rabat,Morocco,22.8–28.2,29.1,15,32.2,37.3,32.1
1201–1500,University of Monastir,Tunisia,22.8–28.2,25.7,10.1,36.2,28.1,46
1201–1500,Morgan State University,United States,22.8–28.2,22.8,12.6,29.2,28.7,56.3
1201–1500,Moscow Aviation Institute,Russian Federation,22.8–28.2,32.9,14.4,26.4,48.6,31.9
1201–1500,Moscow Power Engineering Institute,Russian Federation,22.8–28.2,23.6,18.3,20.4,51.4,39.9
1201–1500,Multimedia University,Malaysia,22.8–28.2,19.5,13,29,62.2,41.2
1201–1500,Mutah University,Jordan,22.8–28.2,29.7,11.5,27.6,20.9,61.2
1201–1500,Nagaoka University of Technology,Japan,22.8–28.2,34.3,16.4,19.9,62.1,43.2
1201–1500,Nagasaki University,Japan,22.8–28.2,29.4,14.8,28.5,48.4,40.3
1201–1500,Nagoya Institute of Technology,Japan,22.8–28.2,21.5,20.3,23,73.2,31.4
1201–1500,University of Nairobi,Kenya,22.8–28.2,12,10.6,45.9,18.8,49.8
1201–1500,University of Namibia,Namibia,22.8–28.2,13.1,8.6,51.3,15.8,62.8
1201–1500,National Changhua University of Education,Taiwan,22.8–28.2,22.2,17.8,20.6,74.5,28.8
1201–1500,National Chin-Yi University of Technology,Taiwan,22.8–28.2,13.9,25.1,27.4,42.1,28.7
1201–1500,National Chung Cheng University,Taiwan,22.8–28.2,23.5,22.2,25,72.9,26.5
1201–1500,National University of Colombia,Colombia,22.8–28.2,19.7,13.6,37.1,36.9,41.1
1201–1500,National University of Distance Education (UNED),Spain,22.8–28.2,24.9,18.9,37.8,35.8,31
1201–1500,National Dong Hwa University,Taiwan,22.8–28.2,19.1,23.8,26.3,33.5,48.6
1201–1500,National Institute of Technology Srinagar,India,22.8–28.2,23.1,10.7,45.7,16.7,19.8
1201–1500,National Kaohsiung University of Science and Technology,Taiwan,22.8–28.2,15.2,20.3,35,61.6,26.8
1201–1500,National Research University of Electronic Technology (MIET),Russian Federation,22.8–28.2,43.8,14.9,10.7,50.2,25.5
1201–1500,National Taiwan Ocean University,Taiwan,22.8–28.2,19.7,25,30.2,63,34.7
1201–1500,National Technical University Kharkiv Polytechnic Institute,Ukraine,22.8–28.2,24.8,9,14.9,17.5,33.6
1201–1500,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,22.8–28.2,26.5,9.9,16,22.2,22.4
1201–1500,University of Nigeria Nsukka,Nigeria,22.8–28.2,29.1,10.6,30.3,17.3,37
1201–1500,Ochanomizu University,Japan,22.8–28.2,33.2,16.5,19.7,36.5,38.2
1201–1500,Oles Honchar Dnipro National University,Ukraine,22.8–28.2,25.1,9,7.4,18.9,21.5
1201–1500,Opole University of Technology,Poland,22.8–28.2,18.5,13.8,37.3,18.5,36.1
1201–1500,University of Oradea,Romania,22.8–28.2,16.7,14.6,35,16.9,41
1201–1500,Osaka Metropolitan University,Japan,22.8–28.2,29.1,18.7,29.8,79.5,26.6
1201–1500,Osmania University,India,22.8–28.2,33.9,16.3,31.1,27.7,21.4
1201–1500,Paris Nanterre University,France,22.8–28.2,20.9,16.8,27.9,42.9,66.7
1201–1500,University of Pau and Pays de l’Adour,France,22.8–28.2,23.4,12.4,21.6,28.5,79.9
1201–1500,Pavol Jozef Šafárik University in Košice,Slovakia,22.8–28.2,40.7,10.2,17.1,24.9,62.1
1201–1500,Persian Gulf University,Iran,22.8–28.2,17.8,14.1,45.5,28.8,38.2
1201–1500,University of the Philippines,Philippines,22.8–28.2,25.4,15.3,38.7,22.8,38.4
1201–1500,Pirogov Russian National Research Medical University,Russian Federation,22.8–28.2,44.2,13.3,14.5,28.1,22.6
1201–1500,Polytechnic Institute of Porto,Portugal,22.8–28.2,15,11.9,49.6,22.1,31.8
1201–1500,Pontifical Catholic University of Peru,Peru,22.8–28.2,24.8,9.8,29.7,16.9,45.6
1201–1500,Pontifical Catholic University of Valparaíso,Chile,22.8–28.2,15.8,17.1,32.8,38.1,51.1
1201–1500,Pontifical Javeriana University,Colombia,22.8–28.2,20.7,11.5,37.4,21,45.3
1201–1500,Pontifícia Universidade Católica do Paraná,Brazil,22.8–28.2,26.3,12.8,34.3,43,30.7
1201–1500,Port Said University,Egypt,22.8–28.2,13.7,8.5,53.7,16.8,46.6
1201–1500,Pozna? University of Life Sciences,Poland,22.8–28.2,25.1,11.3,45.2,27.4,25.9
1201–1500,Poznan University of Technology,Poland,22.8–28.2,22.6,13,35.9,41.8,26.9
1201–1500,Prince of Songkla University,Thailand,22.8–28.2,23.4,14.8,32.6,43.5,37.7
1201–1500,University of Puerto Rico,Puerto Rico,22.8–28.2,25,11.4,40.8,37.6,44.4
1201–1500,Pukyong National University,South Korea,22.8–28.2,26.7,13.9,28.5,39,36.4
1201–1500,University of Qom,Iran,22.8–28.2,22.2,12.1,35.1,17.3,48.6
1201–1500,University Rey Juan Carlos,Spain,22.8–28.2,15.8,13.4,51.2,31.3,39.9
1201–1500,Rikkyo University,Japan,22.8–28.2,18.6,9.3,34,19.7,58.4
1201–1500,Ritsumeikan University,Japan,22.8–28.2,19.8,13.9,27.4,30.3,46.8
1201–1500,Université Saint-Joseph de Beyrouth,Lebanon,22.8–28.2,32.6,10.9,24.2,27,69.7
1201–1500,Saitama Medical University,Japan,22.8–28.2,26.5,10.3,39.3,41.5,18.3
1201–1500,Sakarya University,Turkey,22.8–28.2,16.5,10.6,45.4,24,28.4
1201–1500,Samara National Research University (Samara University),Russian Federation,22.8–28.2,27.5,14.8,21.8,26.6,37.1
1201–1500,Sapporo Medical University,Japan,22.8–28.2,29.7,12.9,33.1,58.3,17.6
1201–1500,SASTRA University,India,22.8–28.2,22.4,11.3,45,30.3,29.4
1201–1500,Sathyabama Institute of Science and Technology,India,22.8–28.2,31.2,9.9,35.1,16.9,29.7
1201–1500,Universitas Sebelas Maret,Indonesia,22.8–28.2,19.3,19.3,33.9,48.3,33.3
1201–1500,Selçuk University,Turkey,22.8–28.2,22.4,14.4,36.7,58.2,34.1
1201–1500,Semnan University of Medical Sciences and Health Services,Iran,22.8–28.2,25.4,10.5,46.2,16.2,29.1
1201–1500,Seoul National University of Science and Technology (SeoulTech),South Korea,22.8–28.2,28,20.1,32.7,39.8,30.6
1201–1500,University of La Serena,Chile,22.8–28.2,12.3,9.9,49.2,16.4,50.4
1201–1500,Shahid Bahonar University of Kerman,Iran,22.8–28.2,19.4,13.7,41.8,26.9,26.3
1201–1500,Shahid Sadoughi University of Medical Sciences,Iran,22.8–28.2,39.1,10.6,20.8,17.5,20.6
1201–1500,Shahjalal University of Science and Technology,Bangladesh,22.8–28.2,13.2,8.4,43.4,16.6,44.8
1201–1500,University of Shanghai for Science and Technology,China,22.8–28.2,23.1,11.5,40.4,36.7,26.6
1201–1500,Shibaura Institute of Technology,Japan,22.8–28.2,20.8,20.1,22.3,36.3,42.3
1201–1500,Shiga University of Medical Science,Japan,22.8–28.2,31.5,12.8,32.3,62.7,24.5
1201–1500,Showa University,Japan,22.8–28.2,32.8,10.3,35.5,40.2,19.8
1201–1500,Silesian University of Technology,Poland,22.8–28.2,21.8,15.6,39.4,31.5,26.6
1201–1500,Université de Skikda,Algeria,22.8–28.2,12.5,7.6,51.3,15.8,40.6
1201–1500,Slovak University of Agriculture in Nitra,Slovakia,22.8–28.2,23.6,12.2,27.4,18.9,48.5
1201–1500,Sohag University,Egypt,22.8–28.2,12.5,9,53.5,18.3,48.8
1201–1500,Soonchunhyang University,South Korea,22.8–28.2,19.8,25.4,33,48.2,35
1201–1500,Soongsil University,South Korea,22.8–28.2,26.7,15,25.1,47.4,35.6
1201–1500,Université Sorbonne Nouvelle,France,22.8–28.2,25.7,15.3,20.8,15.6,70
1201–1500,University of Sousse,Tunisia,22.8–28.2,30.3,10.3,31.4,19.3,40.1
1201–1500,University of South China,China,22.8–28.2,26.8,13.9,27.7,30.6,22.3
1201–1500,Southern Federal University,Russian Federation,22.8–28.2,27.9,14.3,21.4,32.1,40.3
1201–1500,South Valley University,Egypt,22.8–28.2,16,9.2,53.3,17.7,48.9
1201–1500,Southwest Petroleum University,China,22.8–28.2,17.9,15.1,38.3,53.1,21.8
1201–1500,University of Split,Croatia,22.8–28.2,17.9,13.9,49.1,23.1,36
1201–1500,Sri Venkateswara University,India,22.8–28.2,36.8,11.3,23.6,20.9,31.5
1201–1500,SRM Institute of Science and Technology,India,22.8–28.2,21.6,11.5,51.6,21.9,26.8
1201–1500,?tefan cel Mare University of Suceava,Romania,22.8–28.2,15.6,13,49.3,16.8,36.9
1201–1500,St Marianna University School of Medicine,Japan|Not accredited,22.8–28.2,27.6,9.9,44.4,37.3,20.1
1201–1500,St Petersburg Electrotechnical University (LETI),Russian Federation,22.8–28.2,22.6,16.4,22.8,37.6,41.7
1201–1500,Universiti Sultan Zainal Abidin,Malaysia,22.8–28.2,24.1,11.3,38.6,16.5,47
1201–1500,University of Sunderland,United Kingdom,22.8–28.2,18.2,9.9,40.2,42.1,71.6
1201–1500,Suranaree University of Technology,Thailand,22.8–28.2,21.9,20.9,27.7,54.9,37.9
1201–1500,Universitas Syiah Kuala,Indonesia,22.8–28.2,14,9.4,51.5,19.5,25.8
1201–1500,University of Talca,Chile,22.8–28.2,17.4,13.7,31.5,36.7,52.3
1201–1500,Tamkang University,Taiwan,22.8–28.2,15.3,12.7,34.1,43.6,42.9
1201–1500,University of Tarapacá,Chile,22.8–28.2,12.4,19,45.1,19.4,59
1201–1500,Taras Shevchenko National University of Kyiv,Ukraine,22.8–28.2,30,13.1,20.2,31.4,31.8
1201–1500,Technical University of Cluj-Napoca,Romania,22.8–28.2,17,13.2,39.3,29.5,25
1201–1500,Technical University of Crete,Greece,22.8–28.2,13.1,11.1,50.4,40.6,40.7
1201–1500,Technical University of Košice,Slovakia,22.8–28.2,26.5,17.1,30.2,30,44.8
1201–1500,University of Technology of Compiègne,France,22.8–28.2,26.7,10.9,24.3,48.8,83.8
1201–1500,Universiti Teknikal Malaysia Melaka,Malaysia,22.8–28.2,20.1,11.4,32.6,19.6,44.2
1201–1500,Institut Teknologi Sepuluh Nopember,Indonesia,22.8–28.2,25.3,10.8,25.4,35.4,42.5
1201–1500,University of Texas Rio Grande Valley,United States,22.8–28.2,17.9,8.5,45.1,17.4,46.1
1201–1500,Tezpur University,India,22.8–28.2,31.3,15.3,27.9,33.8,18.4
1201–1500,Thammasat University,Thailand,22.8–28.2,26.3,19.1,25.7,30.1,38.1
1201–1500,Thiagarajar College of Engineering,India,22.8–28.2,18.7,8.9,41.9,20.2,18
1201–1500,Toho University,Japan,22.8–28.2,24.7,15,33.7,57.3,21.5
1201–1500,Tokai University,Japan,22.8–28.2,18.3,12,36.5,46,30.4
1201–1500,Tokushima University,Japan,22.8–28.2,29.2,24,24.4,81.6,26.4
1201–1500,Tokyo University of Marine Science and Technology,Japan,22.8–28.2,31.3,15.2,19.7,43.1,44.4
1201–1500,Tokyo University of Science,Japan,22.8–28.2,24,26.1,26.4,74,29.1
1201–1500,Tomas Bata University in Zlín,Czech Republic,22.8–28.2,18.1,21,31.8,26.1,51.3
1201–1500,University of Toyama,Japan,22.8–28.2,27,14.6,29.2,61.9,33.1
1201–1500,Transilvania University of Bra?ov,Romania,22.8–28.2,15.4,11.5,49.8,18.7,36.9
1201–1500,Tribhuvan University,Nepal,22.8–28.2,11.3,8.2,49.5,15.9,46.7
1201–1500,Tunghai University,Taiwan,22.8–28.2,16.5,14.4,37.8,49.4,46.6
1201–1500,University of Tunis,Tunisia,22.8–28.2,30.9,10.3,23.5,16.6,39.2
1201–1500,Tzu Chi University,Taiwan,22.8–28.2,25.3,26,18.3,65.6,27.1
1201–1500,UNIR – International University of La Rioja,Spain,22.8–28.2,11.9,13.9,38,15.6,58.6
1201–1500,Unisinos University,Brazil,22.8–28.2,30.1,15.4,22.3,25.2,29.3
1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,22.8–28.2,22,13.5,37,18.5,42.1
1201–1500,University of Valladolid,Spain,22.8–28.2,25.1,14.4,37.9,43.8,38.1
1201–1500,Veltech University,India,22.8–28.2,17.9,9.1,44.4,16,27.7
1201–1500,University of Venda,South Africa,22.8–28.2,20.3,29.2,19.9,16.8,49
1201–1500,"Vietnam National University, Hanoi",Vietnam,22.8–28.2,20.9,11.2,46.8,19.1,48.9
1201–1500,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,22.8–28.2,22,16.3,36,57.8,47.2
1201–1500,"Visvesvaraya National Institute of Technology, Nagpur",India,22.8–28.2,24.5,13.4,41.8,40.4,20.1
1201–1500,V.N. Karazin Kharkiv National University,Ukraine,22.8–28.2,26.4,10.9,8.8,46.6,47.2
1201–1500,Volgograd State University,Russian Federation,22.8–28.2,24,12.9,34.5,15.8,27.9
1201–1500,VSB - Technical University of Ostrava,Czech Republic,22.8–28.2,26.8,19.7,27.8,31,46.9
1201–1500,Vytautas Magnus University,Lithuania,22.8–28.2,22.4,12.3,27.4,20.9,61.9
1201–1500,Walailak University,Thailand,22.8–28.2,20.9,13.3,35.5,16.3,40.7
1201–1500,Warsaw University of Life Sciences – SGGW,Poland,22.8–28.2,19.9,11.8,41.6,23.4,34.2
1201–1500,Warsaw University of Technology,Poland,22.8–28.2,22,19.6,33.3,53.5,31.7
1201–1500,University of West Bohemia,Czech Republic,22.8–28.2,20.5,18,35.2,27.7,32.4
1201–1500,University of Western Macedonia,Greece,22.8–28.2,11.6,17.1,39.3,26.2,27.9
1201–1500,West University of Timi?oara,Romania,22.8–28.2,24.3,13.7,40.2,17.4,34.9
1201–1500,Wroc?aw University of Environmental and Life Sciences,Poland,22.8–28.2,19.1,13.9,34.3,49.8,29.6
1201–1500,Wroc?aw University of Science and Technology,Poland,22.8–28.2,19.7,17.4,33.1,54.6,29.7
1201–1500,Wuhan Textile University,China,22.8–28.2,15,11,46.2,36.7,23.5
1201–1500,Xiangtan University,China,22.8–28.2,17,15.9,49,33.7,21.8
1201–1500,Xuzhou Medical University,China,22.8–28.2,15.8,16.3,43.5,26,21.4
1201–1500,Yamagata University,Japan,22.8–28.2,28,15.3,24.8,72.2,32.3
1201–1500,Yamaguchi University,Japan,22.8–28.2,28.5,13.4,21.4,57.3,33.4
1201–1500,University of Yamanashi,Japan,22.8–28.2,27.8,13.1,25.9,45.4,29
1201–1500,Yarmouk University,Jordan,22.8–28.2,19.9,12.9,41.5,20.8,53.1
1201–1500,Yasouj University,Iran,22.8–28.2,14.7,14.5,52.3,20.1,22.4
1201–1500,Yokohama National University,Japan,22.8–28.2,26,22.5,19.1,71.2,36.1
1201–1500,Yuan Ze University,Taiwan,22.8–28.2,18.5,24.1,32.1,69,42.8
1201–1500,Yuriy Fedkovych Chernivtsi National University,Ukraine,22.8–28.2,22.8,9.9,8.2,17.6,26.3
1201–1500,University of Zambia,Zambia,22.8–28.2,13.2,9.8,45.8,19.9,54.9
1201–1500,University of Zanjan,Iran,22.8–28.2,17.1,12.3,42.6,21.5,27.3
1201–1500,Zanjan University of Medical Sciences,Iran,22.8–28.2,36.4,12.6,35.5,24.2,21.5
1201–1500,Zhejiang Chinese Medical University,China,22.8–28.2,16.5,16.4,34.5,37.2,23
1201–1500,University of Zimbabwe,Zimbabwe,22.8–28.2,12.9,12.7,37.3,20.9,50.8
1501+,Université 8 Mai 1945 Guelma,Algeria,9.7–22.7,14.7,8.6,25.4,15.9,37
1501+,University Abdelhamid Ibn Badis Mostaganem,Algeria,9.7–22.7,17.7,7.8,8.1,15.7,33.5
1501+,Abdelmalek Essaâdi University,Morocco,9.7–22.7,21.6,9.7,30.1,17.2,29.4
1501+,University of Abou Bekr Belkaïd Tlemcen,Algeria,9.7–22.7,22.7,9,11.6,19.6,35.3
1501+,Ac?badem University,Turkey,9.7–22.7,25.8,12,22.7,24.2,30.3
1501+,Adelphi University,United States,9.7–22.7,24.1,7.7,26.1,16.4,33
1501+,Afe Babalola University,Nigeria,9.7–22.7,23.4,11.6,17.2,24.6,43.6
1501+,Akita University,Japan,9.7–22.7,25.6,13.4,20.8,39.1,26.7
1501+,Aksaray University,Turkey,9.7–22.7,11.6,8.8,23.5,26.8,28
1501+,Alexandru Ioan Cuza University,Romania,9.7–22.7,16.5,12.1,31.6,18.3,40.2
1501+,Altai State University,Russian Federation,9.7–22.7,20.5,16.5,15.2,25.2,64.4
1501+,Alzahra University,Iran,9.7–22.7,25.4,15.3,24.6,19.6,31
1501+,University of Anbar,Iraq,9.7–22.7,17.7,9.1,39.1,16.9,29.3
1501+,Universitas Andalas,Indonesia,9.7–22.7,24.7,12.7,16.5,36.1,33.2
1501+,"University of the Andes, Venezuela",Venezuela,9.7–22.7,21.9,8.6,8.8,27.7,50.2
1501+,Andhra University,India,9.7–22.7,38.2,10.4,18.7,26.1,24.1
1501+,Universidad Andrés Bello (UNAB),Chile,9.7–22.7,15.1,10.4,33.5,20.7,50.6
1501+,Ankara University,Turkey,9.7–22.7,18.2,11.6,30.5,36.6,34.4
1501+,Ankara Yildirim Beyazit University,Turkey,9.7–22.7,19.2,12.6,23.1,17.3,35.4
1501+,Annamalai University,India,9.7–22.7,35.5,9.6,20,22.2,20.1
1501+,Antonio Nariño University,Colombia,9.7–22.7,16.6,7.9,33.1,16,51.5
1501+,Aoyama Gakuin University,Japan,9.7–22.7,20,8.9,10.4,22.2,36.2
1501+,Arak University,Iran,9.7–22.7,19.5,11.2,32.7,20.1,26.3
1501+,Universidad Autónoma de Ciudad Juárez,Mexico,9.7–22.7,15.6,8,10.2,17.5,37.3
1501+,Universidad Autónoma de Coahuila,Mexico,9.7–22.7,21.4,8,12.8,18.1,34.4
1501+,Universidad Autónoma del Estado de Hidalgo,Mexico,9.7–22.7,19.2,9.6,11.1,18.1,26.4
1501+,Universidad Autónoma del Estado de Mexico (UAEMex),Mexico,9.7–22.7,22.2,9.3,7.7,17.4,26.9
1501+,Universidad Autónoma del Estado de Morelos,Mexico,9.7–22.7,17.1,9.1,9.1,28.8,27.4
1501+,Universidad Autónoma de Nuevo León (UANL),Mexico,9.7–22.7,13.3,9.1,17.1,19.8,33.4
1501+,Universidad Autónoma de Querétaro,Mexico,9.7–22.7,19.1,10.5,19.1,23.7,30
1501+,Universidad Autónoma de Yucatán,Mexico,9.7–22.7,14.9,10,14.6,24.1,33.6
1501+,Autonomous University of Baja California,Mexico,9.7–22.7,13,9,12.6,17,35.7
1501+,Badji Mokhtar University – Annaba,Algeria,9.7–22.7,34.1,16.2,12.5,16.9,35
1501+,University of Baghdad,Iraq,9.7–22.7,25.1,12.6,19.8,28.5,20.2
1501+,Baku State University,Azerbaijan,9.7–22.7,20.1,8.6,13.8,19.7,35.5
1501+,Ba?kent University,Turkey,9.7–22.7,20,12.2,15.7,29.1,22
